S.No.,Timestamp,QuestionId,ResponseId,QuestionDesc,ResultText,ResultTextPred,Summary,SentimentRating,access_to_resources/info,Communication/Responsiveness,Customer Service/Support,Delivery,General Negative,General Positive,Immaterial Feedback,Installation,Knowledge/Expertise,Meet Needs/Requirements/Commitments
88,02/10/2022 03:55:21,_1_Q06_TR_2,R_eePn2XqfJZXoV37,Other Reason for Ease of Use,???????????,Your surveys are always misplaced,Your surveys are always misplaced,2,0,0,0,0,0,0,0,0,0,0
89,02/10/2022 03:55:21,_1_Q05_TR_2,R_3Q9kT52Yco7NDpz,Other Reason for Product Reliability,??????????????????,The setup at the time of delivery was not appropriate,The setup at the time of delivery was not appropriate,2,0,0,0,0,0,0,0,0,0,0
90,02/10/2022 03:55:21,_1_Q05_TR_2,R_6mVPGiHSmzRhQNv,Other Reason for Product Reliability,Siehe oben,See above,See above,3,0,0,0,0,0,0,0,0,0,0
91,02/10/2022 03:55:21,_1_Q05_TR_2,R_9vqe5sXr8pIOpjD,Other Reason for Product Reliability,?,none,none,3,0,0,0,0,0,0,0,0,0,0
92,02/10/2022 03:55:21,_1_Q05_TR_2,R_3CawyiqkxNqTINv,Other Reason for Product Reliability,?????????????????????????????????????????,"Although the system recovers by turning the power on and off, the pump sometimes does not work. Recovers by turning the power on and off","system recovers by turning the power on and off, the pump sometimes does not work",2,0,0,0,0,0,0,0,0,0,0
93,02/10/2022 03:55:30,_1_Q05_3,R_1XMFmAGfBhlZn9z,Other Reason for Product Reliability,As above column problems,As above column problems,As above column problems,2,0,0,0,0,0,0,0,0,0,0
94,02/10/2022 03:55:30,_1_Q05_3,R_eKgorqYnOltMnvD,Other Reason for Product Reliability,more often you have to start wont start,more often you have to start wont start,more often you have to start wont start,2,0,0,0,0,0,0,0,0,0,0
95,02/10/2022 03:55:30,_1_Q05_3,R_elLe0wAJvpan7LL,Other Reason for Product Reliability,You raised our yearly service contract from 8000$ to 12000$ and then refused to provide the same service!,You raised our yearly service contract from 8000$ to 12000$ and then refused to provide the same service,You raised our yearly service contract and then refused to provide the same service,2,0,0,0,0,0,0,0,0,0,0
96,02/10/2022 03:55:15,_1_Q09_1,R_0kxRjezl3SBJUih,Other Reason for Time to Resolve Your Issue,Closing the phone platform for a day for some unknown reason,Closing the phone platform for a day for some unknown reason,Closing the phone platform for a day for some unknown reason,2,0,0,0,0,0,0,0,0,0,0
97,02/10/2022 03:55:15,_1_Q09_1,R_0v0t3eFnMoFrs8t,Other Reason for Time to Resolve Your Issue,"The issue is still not resolved,. Due to the computer error instead of one instrument requiring service they both did.  One of the two is qualified but the other qualification is now void and has not been requalified.","The issue is still not resolved. Due to the computer error, instead of one instrument requiring service they both did.  One of the two is qualified but the other qualification is now void and has not been requalified","Due to the computer error, instead of one instrument requiring service they both did.  One of the two is qualified but the other qualification is now void and has not been requalified",2,0,0,0,0,0,0,0,0,0,0
98,02/10/2022 03:55:15,_1_Q09_1,R_25H645qXV9PCSlD,Other Reason for Time to Resolve Your Issue,"The staff has looked at the Agilent settings on the device, tried some changes, but not stored at my request. Then the Chromäleon could such work alone again (before Chromäleon stopped a run in the middle of the recording without apparent reason, therefore I have typed on the FID). What has irritated me then is at the rate of 2 hours of expensive work, although the service technician spent maximum 45 min for my device.","The staff has looked at the Agilent settings on the device, tried some changes, but not stored at my request. Then the Chromäleon could such work alone again (before Chromäleon stopped a run in the middle of the recording without apparent reason, therefore I have typed on the FID). What has irritated me then is at the rate of 2 hours of expensive work, although the service technician spent maximum 45 min for my device.","The staff has looked at the Agilent settings on the device, tried some changes, but not stored at my request",2,0,0,0,0,0,0,0,0,0,0
99,02/10/2022 03:55:15,_1_Q09_1,R_23Kx0ohV19LM0rr,Other Reason for Time to Resolve Your Issue,"device is placed, but system still needs to be exchanged for a full new LCMSMS because this didn't fix it. That in itself is of course a disappointing experience at the first installation if this happened.","device is placed, but system still needs to be exchanged for a full new LCMSMS because this didn't fix it. That in itself is of course a disappointing experience at the first installation if this happened.","device is placed, but system still needs to be exchanged because they didn't fix it. That in itself is of course a disappointing experience at the first installation if this happened",2,0,0,0,0,0,0,0,0,0,0
100,02/10/2022 03:55:15,_1_Q09_1,R_2bZskQiid1BEFZr,Other Reason for Time to Resolve Your Issue,wait time on phone,wait time on phone,wait time on phone,2,0,0,0,0,0,0,0,0,0,0
101,02/10/2022 03:55:15,_1_Q09_1,R_40iARZZOvMiwFxP,Other Reason for Time to Resolve Your Issue,"Hard to explain the issue, ran through tests","Hard to explain the issue, ran through tests","Hard to explain the issue, ran through tests",3,0,0,0,0,0,0,0,0,0,0
102,02/10/2022 03:55:15,_1_Q09_1,R_6WmOiFW4pynKY3b,Other Reason for Time to Resolve Your Issue,On site repair engineer is not aware of all the information/details on issue provided through e-mail to Agilent's Remote Support. Need to explain again to service engineer on site what was shared to Remote Support.,On site repair engineer is not aware of all the information/details on issue provided through e-mail to Agilent's Remote Support. Need to explain again to service engineer on site what was shared to Remote Support.,On site repair engineer is not aware of all the information/details on issue provided through e-mail. Need to explain again to service engineer,2,0,0,0,0,0,0,0,0,0,0
103,02/10/2022 03:55:15,_1_Q09_1,R_6tKQNC14pJls7Y1,Other Reason for Time to Resolve Your Issue,When the instrument works then I might be satified. It will be off waranty soon?,When the instrument works then I might be satisfied. It will be off warranty soon?,When the instrument works then I might be satisfied,3,0,0,0,0,0,0,0,0,0,0
104,02/10/2022 03:55:15,_1_Q09_1,R_3zbEneVjGz26iVf,Other Reason for Time to Resolve Your Issue,Answer is not satisfactory in the Grundgenommen,Answer is not satisfactory in the Grund Genommen,Answer is not satisfactory in the Grund Genommen,2,0,0,0,0,0,0,0,0,0,0
105,02/10/2022 03:55:15,_1_Q09_1,R_5dTd9kTcs44YYRf,Other Reason for Time to Resolve Your Issue,Problem not solved,Problem not solved,Problem not solved,2,0,0,0,0,0,0,0,0,0,0
106,02/10/2022 03:55:15,_1_Q09_1,R_9ubt37kM0XioXIx,Other Reason for Time to Resolve Your Issue,Remote diagnosis with incorrect recommendation; Appliance replacement did not resolve the problem; Technicians use only months after first contact,Remote diagnosis with incorrect recommendation; Appliance replacement did not resolve the problem; Technicians use only months after first contact,Remote diagnosis with incorrect recommendation; Appliance replacement did not resolve the problem; Technicians use only months after first contact,2,0,0,0,0,0,0,0,0,0,0
107,02/10/2022 03:55:15,_1_Q09_1,R_57q0ueNKSDpZ3CJ,Other Reason for Time to Resolve Your Issue,too much time of attention phone,too much time of attention phone,too much time of attention phone,2,0,0,0,0,0,0,0,0,0,0
108,02/10/2022 03:55:15,_1_Q09_1,R_ab1hh9BCjQ3s4W9,Other Reason for Time to Resolve Your Issue,"After desensitization, analysis, maintenance contract: If you request a personal problem even tricky procedures and supplies schedule does not give reasons for visiting the pretext for too long, right up to solving the jam.","After desensitization, analysis, maintenance contract: If you request a personal problem even tricky procedures and supplies schedule does not give reasons for visiting the pretext for too long, right up to solving the jam.","After desensitization, analysis, maintenance contract: If you request a personal problem even tricky procedures and supplies schedule does not give reasons for visiting the pretext for too long, right up to solving the jam.",2,0,0,0,0,0,0,0,0,0,0
109,02/10/2022 03:55:15,_1_Q09_1,R_9RDcp4OdjdqjAHj,Other Reason for Time to Resolve Your Issue,took multiple phone calls/emails to resolve,took multiple phone calls/emails to resolve,took multiple phone calls/emails to resolve,2,0,0,0,0,0,0,0,0,0,0
110,02/10/2022 03:55:15,_1_Q09_1,R_9MjoJvtZKDPMmiN,Other Reason for Time to Resolve Your Issue,Length of time it took to resolve the issue.,Length of time it took to resolve the issue.,Length of time it took to resolve the issue.,3,0,0,0,0,0,0,0,0,0,0
111,02/10/2022 03:55:15,_1_Q09_1,R_7QVNOqP52bK6Bwh,Other Reason for Time to Resolve Your Issue,repair services for vacuum pump are not offered,repair services for vacuum pump are not offered,repair services for vacuum pump are not offered,2,0,0,0,0,0,0,0,0,0,0
112,02/10/2022 03:55:15,_1_Q09_1,R_aaCiotqoEemGA3r,Other Reason for Time to Resolve Your Issue,"Not in special early and late did not. Had come during the reinstall, but I took time to","Not in special early and late did not. Had come during the reinstall, but I took time to fix it. ","Not in special early and late did not. Had come during the reinstall, but I took time to fix it. ",3,0,0,0,0,0,0,0,0,0,0
113,02/10/2022 03:55:15,_1_Q09_1,R_8nPQuLGTs9ZPagl,Other Reason for Time to Resolve Your Issue,It was follow-up to our case because it was believed that presented failure not compromised the operation of the equipment. Never will we control this by written. Still continue to the hopes of the last report of support.,It was follow-up to our case because it was believed that presented failure not compromised the operation of the equipment. Never will we control this by written. Still continue to the hopes of the last report of support.,,3,0,0,0,0,0,0,0,0,0,0
114,02/10/2022 03:55:15,_1_Q09_1,R_9TCgU7JzvLG79nT,Other Reason for Time to Resolve Your Issue,To solve the problem so took time,To solve the problem so took time,,3,0,0,0,0,0,0,0,0,0,0
115,02/10/2022 03:55:15,_1_Q09_1,R_b3l6FYqaRe8V7yB,Other Reason for Time to Resolve Your Issue,"The problem is on the table, a bit of matter when it is not a proper solution to get a ts device varies within the kyätössä and the data Manager appears.","The problem is on the table, a bit of matter when it is not a proper solution to get a ts device varies within the kyätössä and the data Manager appears.",,2,0,0,0,0,0,0,0,0,0,0
116,02/10/2022 03:55:15,_1_Q09_1,R_80oQN5oLGfggnrL,Other Reason for Time to Resolve Your Issue,repeated interruptions up to 2 weeks between the individual appointments,repeated interruptions up to 2 weeks between the individual appointments,,2,0,0,0,0,0,0,0,0,0,0
117,02/10/2022 03:55:15,_1_Q09_1,R_81e4aidAQjltvBX,Other Reason for Time to Resolve Your Issue,There is not a problem for,There is not a problem for,,3,0,0,0,0,0,0,0,0,0,0
118,02/10/2022 03:55:15,_1_Q09_1,R_8B9FMVE1PaufRit,Other Reason for Time to Resolve Your Issue,"Planning of the intervention, too long, too many exchanges...","Planning of the intervention, too long, too many exchanges...",,2,0,0,0,0,0,0,0,0,0,0
119,02/10/2022 03:55:15,_1_Q09_1,R_cAwSb2MTR7XykVn,Other Reason for Time to Resolve Your Issue,current human bottleneck with Agilent?,current human bottleneck with Agilent?,,3,0,0,0,0,0,0,0,0,0,0
120,02/10/2022 03:55:15,_1_Q09_1,R_cNOSgWRJOcyvR0V,Other Reason for Time to Resolve Your Issue,With sliding level due to the problem of providing the service.,With sliding level due to the problem of providing the service.,,3,0,0,0,0,0,0,0,0,0,0
121,02/10/2022 03:55:15,_1_Q09_1,R_cLMSN373mL3w3OZ,Other Reason for Time to Resolve Your Issue,"Time was acceptable, but I would have gone very well somewhat less","Time was acceptable, but I would have gone very well somewhat less",,0,0,0,0,0,0,0,0,0,0,0
122,02/10/2022 03:55:15,_1_Q09_1,R_eahRrzpWgym46rj,Other Reason for Time to Resolve Your Issue,"This survey was sent way to early, never had a clear date defined when we were going to get help in.","This survey was sent way to early, never had a clear date defined when we were going to get help in.",,2,0,0,0,0,0,0,0,0,0,0
123,02/10/2022 03:55:15,_1_Q09_1,R_dipJNFPtSMk96f3,Other Reason for Time to Resolve Your Issue,First representative did not have the knowledge and replacement parts to resolve the issue. It took another days and another representative to resolve the issue.,First representative did not have the knowledge and replacement parts to resolve the issue. It took another days and another representative to resolve the issue.,,2,0,0,0,0,0,0,0,0,0,0
124,02/10/2022 03:55:15,_1_Q09_1,R_cNFXFkIsyg3G5tX,Other Reason for Time to Resolve Your Issue,No reply to the additional questions,No reply to the additional questions,,3,0,0,0,0,0,0,0,0,0,0
125,02/10/2022 03:55:15,_1_Q09_1,R_bg5sYzE4kBRm5eZ,Other Reason for Time to Resolve Your Issue,My system was very old,My system was very old,,3,0,0,0,0,0,0,0,0,0,0
126,02/10/2022 03:55:15,_1_Q09_1,R_cZ9BZhFnB9xbXLf,Other Reason for Time to Resolve Your Issue,Especially without,Especially without,,3,0,0,0,0,0,0,0,0,0,0
127,02/10/2022 03:55:15,_1_Q09_1,R_bmc5KFsbF7dRfXD,Other Reason for Time to Resolve Your Issue,Problem not paid locally by Agilent and we have to do some research on our side with support minimum to ultimately find the cause of our problem without finding why real to avoid that he again constantly,Problem not paid locally by Agilent and we have to do some research on our side with support minimum to ultimately find the cause of our problem without finding why real to avoid that he again constantly,,2,0,0,0,0,0,0,0,0,0,0
